movie_title,num_critic_for_reviews,duration,director_facebook_likes,actor_1_facebook_likes,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,budget,actor_2_facebook_likes,movie_facebook_likes,imdb_score
Fido ,140,93,8,553,25055,786,98,8000000,177,0,6.8
Fifty Dead Men Walking ,76,117,13,5000,9585,7637,38,6000000,2000,0,6.9
Fifty Shades of Black ,59,92,89,729,9509,2848,53,5000000,706,11000,3.5
Fifty Shades of Grey ,362,129,456,1000,220020,4585,1360,40000000,935,101000,4.1
Fight Club ,315,151,21000,11000,1347461,13209,2968,63000000,783,48000,8.8
Fight to the Finish ,3,94,0,918,60,2091,2,150000,402,381,4.0
Fight Valley ,6,90,97,731,60,2374,6,27000000,634,1000,5.0
Fighting Tommy Riley ,13,109,3,54,720,185,23,200000,53,30,6.6
Filly Brown ,16,80,8,2000,910,2459,11,427000,245,0,5.7
Final Destination ,211,98,70,1000,181058,3345,674,23000000,847,0,6.7
Final Destination 2 ,175,90,160,748,120786,3172,472,26000000,439,0,6.2
Final Destination 3 ,216,86,70,440,102861,2420,571,25000000,346,0,5.8
Final Destination 5 ,277,92,77,703,83788,3074,227,40000000,682,20000,5.9
Final Fantasy: The Spirits Within ,166,106,6,12000,72259,15015,788,137000000,2000,0,6.4
Find Me Guilty ,94,125,0,22000,28068,37606,108,13000000,14000,0,7.1
Finding Forrester ,137,136,835,670,73006,1801,297,43000000,370,0,7.3
Finding Nemo ,301,100,475,1000,692482,5641,866,94000000,939,11000,8.2
Finding Neverland ,226,101,395,40000,174591,58823,632,25000000,14000,0,7.8
Finishing the Game: The Search for a New Bruce Lee ,35,84,681,239,1656,734,12,500000,172,155,6.2
Firefox ,43,136,16000,16000,19832,16805,98,21000000,281,0,5.9
Fireproof ,50,122,589,848,17068,1164,215,500000,153,0,6.5
Firestarter ,45,114,73,695,22797,3444,96,15000000,654,0,6.0
Firewall ,171,105,12,87000,50170,101383,306,50000000,11000,773,5.8
First Blood ,145,93,270,13000,172489,15192,376,14000000,954,0,7.7
First Blood ,145,93,270,13000,172493,15192,376,14000000,954,0,7.7
First Knight ,53,134,109,919,55350,1695,180,55000000,303,0,5.9
"First Love, Last Rites ",16,94,37,318,294,751,16,300000,157,26,5.5
Fiza ,1,167,10,353,2715,773,19,1000000,186,92,6.2
Flags of Our Fathers ,279,135,16000,23000,101221,24468,415,90000000,638,0,7.1
Flame and Citron ,80,45,28,573,14247,1098,44,45000000,197,0,7.3
Flash Gordon ,100,111,24,591,38017,2603,247,20000000,488,12000,6.4
Flash of Genius ,99,119,18,20,14301,64,45,20000000,18,0,7.0
Flashdance ,51,95,213,225,35172,791,128,4000000,174,0,6.1
Flatliners ,49,115,541,8000,62037,10493,148,26000000,1000,0,6.6
Flawless ,78,112,541,22000,14612,46022,105,15000000,22000,0,6.4
Fled ,36,105,114,4000,7073,6152,29,25000000,561,204,5.3
Flicka ,46,95,15,1000,6095,3845,76,15000000,786,1000,6.2
Flight ,449,138,0,18000,264047,20952,491,31000000,984,64000,7.3
Flight of the Intruder ,13,115,468,605,4795,1290,39,35000000,367,452,5.7
Flight of the Phoenix ,114,113,212,2000,45815,4397,222,45000000,845,1000,6.1
Flightplan ,231,98,124,931,126746,2287,600,55000000,507,0,6.2
Flipped ,87,90,0,1000,60460,4377,104,14000000,872,14000,7.7
Flipper ,23,95,0,442,8008,616,26,25530000,95,504,5.2
Flirting with Disaster ,50,92,737,718,15088,2240,105,7000000,524,824,6.8
Florence Foster Jenkins ,87,110,350,11000,2167,11534,32,29000000,183,0,7.1
Flubber ,53,90,10,49000,63625,50005,64,80000000,570,0,5.2
Flushed Away ,135,85,42,20000,85086,35161,122,149000000,14000,0,6.7
Flyboys ,123,140,23,11000,35565,12634,247,60000000,779,2000,6.6
Flywheel ,5,120,589,51,2986,108,49,20000,49,725,6.9
Focus ,279,105,43,10000,149337,11943,221,50100000,806,23000,6.6
Food Chains ,9,83,0,56,265,104,3,913000,28,489,7.1
Foodfight! ,12,91,11,719,4377,3090,66,65000000,611,0,1.7
Fool's Gold ,176,112,72,11000,59352,13827,138,70000000,1000,0,5.6
Foolish ,16,84,11,489,536,2196,13,2000000,469,43,4.3
Footloose ,60,107,71,967,51459,1962,113,8200000,455,0,6.5
Footloose ,60,107,71,967,51459,1962,113,8200000,455,0,6.5
"For a Good Time, Call... ",115,88,15,938,13421,3770,34,850000,904,0,6.0
For Greater Glory: The True Story of Cristiada ,43,145,0,639,3665,1807,57,10818775,377,0,6.6
For Love of the Game ,113,137,0,24000,26034,25469,226,50000000,743,0,6.5
For Your Consideration ,144,86,378,957,12197,3535,150,12000000,925,650,6.3
For Your Eyes Only ,112,127,46,844,72085,2118,263,28000000,402,2000,6.8
Force 10 from Navarone ,22,126,82,11000,13587,13591,80,5000000,794,729,6.3
Forget Me Not ,24,103,0,35000,4866,38121,38,1300000,516,969,5.2
Forgetting Sarah Marshall ,253,118,89,15000,217507,16758,325,30000000,975,0,7.2
Formula 51 ,95,93,31,783,42876,1044,167,28000000,132,0,6.3
Forrest Gump ,149,142,0,15000,1251222,15700,1398,55000000,294,59000,8.8
Forsaken ,45,90,78,2000,4693,4142,49,11000000,1000,0,6.3
Forsaken ,45,90,78,2000,4693,4142,49,11000000,1000,0,6.3
Fort McCoy ,8,100,27,1000,266,4374,8,3000000,902,348,5.9
Fortress ,58,95,216,1000,23383,4755,68,8000000,1000,1000,5.9
Forty Shades of Blue ,39,108,60,826,1134,1240,26,1500000,189,216,6.0
Four Brothers ,123,109,309,1000,109894,2740,340,45000000,654,0,6.9
Four Christmases ,141,88,91,4000,48500,9913,124,80000000,3000,0,5.6
Four Rooms ,51,110,99,4000,78241,7921,177,4000000,975,0,6.7
Four Single Fathers ,2,100,3,1000,118,2890,1,3000000,810,32,5.1
Four Weddings and a Funeral ,84,117,179,1000,107923,1862,197,4500000,398,0,7.1
Frailty ,161,100,0,11000,59982,12237,463,11000000,472,5000,7.3
Frankenweenie ,370,87,13000,940,73886,4774,165,39000000,925,25000,7.0
Frat Party ,6,90,15,984,1612,1752,28,1000000,157,297,2.8
Freakonomics ,73,93,4,875,5695,2305,23,3000000,412,0,6.4
Freaky Deaky ,13,90,139,2000,6741,6569,11,6000000,2000,0,6.5
Freaky Friday ,129,97,70,2000,96693,3984,271,26000000,528,0,6.1
Freddy Got Fingered ,97,87,374,826,39788,2689,619,15000000,503,0,4.5
Freddy vs. Jason ,273,97,31,918,89101,4692,885,30000000,782,3000,5.8
Freddy's Dead: The Final Nightmare ,91,93,54,40000,30765,42002,252,8500000,618,963,4.9
Free Birds ,118,91,39,1000,18042,3104,73,55000000,591,0,5.9
Free State of Jones ,79,139,378,11000,3077,12786,47,50000000,552,10000,6.7
Freedom ,5,94,5,467,993,994,13,14500000,220,998,6.2
Freedom Writers ,84,123,98,2000,52533,3994,235,21000000,826,10000,7.5
Freeheld ,133,103,6,7000,5863,9660,25,7000000,1000,0,6.5
Freeway ,65,102,9,904,22246,1663,196,3000000,281,0,6.9
Freeze Frame ,24,99,0,766,2588,1650,41,2000000,312,205,6.4
Frenzy ,110,116,13000,195,30982,771,199,2000000,146,0,7.5
Frequency ,168,118,40,2000,81866,4045,510,31000000,702,0,7.3
Frida ,128,123,278,4000,61651,7072,271,12000000,1000,0,7.4
Friday ,20,97,473,826,74626,3455,157,3500000,723,8000,7.3
Friday After Next ,26,85,7,723,19284,3712,66,20000000,706,981,5.8
Friday the 13th Part 2 ,242,87,49,309,39690,707,394,1250000,121,0,6.1
Friday the 13th Part III ,235,91,49,72,31952,174,372,4000000,31,0,5.7
Friday the 13th Part VII: The New Blood ,110,88,152,935,21359,1855,270,2800000,448,0,5.3
Friday the 13th Part VIII: Jason Takes Manhattan ,129,100,6,935,22961,1327,291,5000000,120,1000,4.5
Friday the 13th: A New Beginning ,160,92,13,42,22521,170,342,2200000,27,1000,4.7
Friday the 13th: The Final Chapter ,166,97,17,158,29488,467,326,1800000,84,0,5.9
Friends with Benefits ,238,109,87,15000,270228,20956,194,35000000,3000,41000,6.6
Friends with Money ,111,88,132,435,19715,1140,166,6500000,230,515,5.9
Fright Night ,358,106,44,596,85024,1393,242,30000000,343,23000,6.4
From a Whisper to a Scream ,57,92,155,448,1324,1329,37,1100000,426,241,5.9
From Dusk Till Dawn ,165,108,0,16000,219091,23296,592,19000000,4000,12000,7.3
From Hell ,208,122,117,40000,124765,41636,541,35000000,1000,0,6.8
From Hell ,208,122,117,40000,124765,41636,541,35000000,1000,0,6.8
From Here to Eternity ,101,118,160,862,33987,2247,150,1650000,488,0,7.8
From Justin to Kelly ,60,90,7,525,23606,1445,304,12000000,281,0,2.1
From Paris with Love ,203,92,180,211,97775,488,211,52000000,135,0,6.5
From Russia with Love ,167,115,92,559,89403,1456,358,2000000,201,0,7.5
Frost/Nixon ,302,122,2000,2000,88682,6161,241,35000000,1000,0,7.7
Frozen ,406,102,69,1000,421658,2582,904,150000000,523,58000,7.6
Frozen River ,181,97,33,496,21746,994,93,1000000,238,0,7.2
Fruitvale Station ,327,85,0,282,53919,687,168,900000,270,17000,7.5
Fuel ,14,112,9,860,578,1252,34,2500000,130,588,7.6
Full Frontal ,108,101,0,8000,8662,11327,172,2000000,724,134,4.7
Fun Size ,77,86,90,962,11233,3715,32,14000000,925,0,5.4
Fun with Dick and Jane ,135,90,23,957,110788,1997,258,100000000,550,2000,6.1
Funny Games ,250,111,0,6000,69569,6748,436,15000000,294,0,6.5
Funny People ,230,153,0,11000,100837,11852,301,75000000,561,0,6.4
Fur: An Imaginary Portrait of Diane Arbus ,105,122,30,21000,13239,25173,97,16800000,3000,0,6.5
Furious 7 ,424,140,0,26000,278232,79150,657,190000000,23000,94000,7.2
Furry Vengeance ,101,92,16,3000,12399,6327,84,35000000,1000,0,3.8
Fury ,406,134,452,11000,303185,20411,701,68000000,8000,82000,7.6
Futuro Beach ,70,106,19,585,1738,629,10,4000000,29,278,6.1
G-Force ,145,88,12,730,33042,2217,90,150000000,607,0,5.1
G.I. Jane ,97,125,0,10000,60326,15569,142,50000000,2000,2000,5.8
G.I. Joe: Retaliation ,351,122,209,17000,146352,31958,288,130000000,12000,42000,5.8
G.I. Joe: The Rise of Cobra ,250,118,208,23000,174578,26683,534,175000000,2000,0,5.8
Galaxy Quest ,213,102,23,25000,123558,26998,609,45000000,724,19000,7.3
Gamer ,180,95,83,18000,113483,29926,245,50000000,8000,0,5.8
Gandhi ,95,240,0,545,171726,1943,256,22000000,429,12000,8.1
Gangs of New York ,233,216,17000,29000,314033,47657,1166,100000000,14000,0,7.5
Gangster Squad ,415,113,181,33000,173530,34738,264,60000000,301,40000,6.7
Gangster's Paradise: Jerusalema ,30,119,5,29,9689,86,23,2000000,18,1000,7.8
Garden State ,205,102,0,625,187595,1655,978,2500000,379,0,7.6
Garfield ,116,80,12,13000,58961,13430,232,35000000,258,795,5.0
Gattaca ,175,106,487,685,220591,1942,641,36000000,485,17000,7.8
Gentleman's Agreement ,61,118,603,936,10791,1846,113,2000000,297,0,7.4
George and the Dragon ,12,93,0,330,3088,1073,31,32000000,239,290,5.7
George of the Jungle ,53,92,39,3000,56168,4518,103,55000000,562,5000,5.4
George Washington ,75,90,234,552,6246,642,76,42000,61,451,7.5
Georgia Rule ,88,113,0,995,20539,4039,125,20000000,975,681,5.9
Gerry ,103,103,835,13000,15104,13000,290,3500000,0,0,6.2
Get Carter ,102,102,19,13000,27305,14463,284,40000000,530,604,5.1
Get Hard ,173,107,164,8000,85629,12556,144,40000000,2000,14000,6.0
Get Low ,160,100,11,13000,19147,19330,97,7500000,3000,0,7.1
Get on the Bus ,28,120,0,1000,4100,5963,35,2400000,748,352,6.8
Get on Up ,165,139,150,521,15843,2060,104,30000000,491,11000,6.9
Get Over It ,63,87,13,15000,15617,22485,180,22000000,4000,0,5.8
Get Rich or Die Tryin' ,98,117,260,1000,35834,3969,284,40000000,1000,0,5.0
Get Shorty ,96,105,188,848,62986,3439,150,30250000,808,0,6.9
Get Smart ,265,110,88,13000,168172,44798,380,80000000,12000,0,6.5
Getaway ,146,90,31,210,19586,676,109,18000000,193,4000,4.4
Gettysburg ,22,271,33,854,21940,2107,256,25000000,702,0,7.7
Ghost ,77,127,109,2000,154199,3100,252,22000000,956,0,7.0
Ghost Rider ,276,123,160,12000,182661,14017,681,110000000,701,0,5.2
Ghost Rider: Spirit of Vengeance ,287,96,83,12000,87745,16121,331,57000000,1000,18000,4.3
Ghost Ship ,156,91,17,534,75920,1083,474,35000000,385,0,5.5
Ghost Town ,210,102,192,346,60516,500,147,20000000,41,0,6.7
Ghost World ,122,111,72,19000,96129,34106,488,7000000,12000,5000,7.4
Ghostbusters ,464,116,176,783,69757,2097,1211,144000000,370,62000,5.5
Ghostbusters ,464,116,176,783,69790,2097,1211,144000000,370,62000,5.5
Ghosts of Mars ,156,98,0,26000,43006,28867,460,28000000,1000,0,4.9
Ghosts of Mississippi ,31,130,0,2000,8531,3968,57,36000000,912,591,6.7
Gigli ,131,121,102,117,41620,286,418,54000000,62,2000,2.4
Girl 6 ,30,108,0,873,4961,4497,33,12000000,680,251,5.0
Girl House ,63,99,10,756,4948,2072,33,3150000,382,969,5.5
"Girl, Interrupted ",133,127,446,11000,125421,13433,385,24000000,1000,0,7.3
Girls Gone Dead ,64,104,32,685,2012,2102,28,500000,492,0,3.5
Give Me Shelter ,6,90,30,699,37,3967,2,250000,683,199,8.0
Gladiator ,265,171,0,3000,982637,6521,2368,103000000,933,21000,8.5
Glee: The 3D Concert Movie ,67,84,64,2000,5156,4617,21,9000000,892,0,5.4
Glengarry Glen Ross ,120,100,164,18000,75675,32288,365,12500000,14000,0,7.8
Glitter ,66,104,170,736,19412,1854,308,22000000,218,0,2.1
Glory ,60,122,380,18000,101888,32930,365,18000000,11000,0,7.9
Glory ,60,122,380,18000,101889,32930,365,18000000,11000,0,7.9
Go ,137,102,218,900,59474,2475,418,6500000,563,0,7.3
Go for It! ,8,105,29,847,1015,1668,10,2450000,618,566,3.9
Goal! The Dream Begins ,90,118,41,722,50919,2859,114,10000000,580,0,6.8
God's Not Dead 2 ,29,120,18,634,4501,1810,102,5000000,420,0,3.4
Gods and Generals ,84,280,33,789,13215,1671,497,56000000,640,953,6.3
Gods and Monsters ,127,105,386,3000,24977,4238,229,3500000,258,0,7.5
Gods of Egypt ,184,126,295,18000,51892,19769,273,140000000,934,24000,5.5
Godsend ,130,102,6,22000,22449,23352,191,25000000,829,387,4.8
Godzilla 2000 ,107,99,2,43,5442,53,140,1000000000,3,339,6.0
Going the Distance ,167,102,8,839,50523,2961,113,32000000,730,0,6.3
GoldenEye ,137,130,258,394,199025,1784,416,58000000,387,0,7.2
Goldfinger ,164,110,82,387,139432,1198,418,3000000,202,0,7.8
Gone Girl ,568,149,21000,835,569841,4348,1127,61000000,812,146000,8.1
Gone in Sixty Seconds ,175,127,57,12000,218341,29069,498,90000000,11000,0,6.5
Gone with the Wind ,157,226,149,503,215340,1862,706,3977000,384,16000,8.2
Good ,67,92,6,10000,5664,11091,42,15000000,304,921,6.2
Good Boy! ,52,87,9,818,3407,2164,48,17000000,636,309,5.1
Good Bye Lenin! ,153,121,31,65,114407,200,225,4800000,51,11000,7.7
Good Intentions ,4,84,5,670,553,2739,3,10000000,608,119,5.2
Good Luck Chuck ,127,101,7,1000,74622,2822,150,25000000,562,0,5.6
"Good Morning, Vietnam ",62,121,272,49000,98348,50141,131,13000000,263,0,7.3
"Good Night, and Good Luck. ",351,93,0,21000,84070,22745,526,7500000,650,0,7.5
Good Will Hunting ,161,126,835,49000,604904,63710,682,10000000,13000,31000,8.3
Goodfellas ,192,146,17000,22000,728685,24783,989,25000000,854,25000,8.7
Goosebumps ,218,103,11,2000,47968,5497,154,58000000,1000,35000,6.4
Goosebumps ,218,103,11,2000,47988,5497,154,58000000,1000,35000,6.4
Gory Gory Hallelujah ,8,96,14,361,179,387,18,100000,14,39,4.7
Gosford Park ,187,131,500,1000,65201,3261,651,19800000,559,0,7.3
Gossip ,63,90,49,12000,12519,12776,112,24000000,215,853,5.9
Gothika ,207,98,326,21000,89557,22318,376,40000000,534,0,5.8
Grabbers ,187,94,4,796,13227,1832,70,4000000,567,11000,6.3
Grace of Monaco ,132,103,61,963,12410,2806,62,30000000,903,6000,5.7
Gracie ,65,95,49,702,3624,2007,27,9000000,616,313,6.2
Graduation Day ,78,96,5,431,1905,1228,58,250000,338,249,4.5
Gran Torino ,366,116,16000,16000,561773,17347,871,33000000,601,28000,8.2
Grave Encounters ,116,92,6,253,40380,762,235,100000,113,0,6.1
Gravity ,738,91,0,39,582917,87,1885,100000000,23,147000,7.8
Grease ,124,110,116,1000,170027,5127,350,6000000,944,13000,7.2
Green Lantern ,436,123,258,16000,223393,17657,550,200000000,368,24000,5.6
Green Room ,322,95,57,727,28845,1836,125,5000000,442,10000,7.1
Green Zone ,266,115,521,13000,110364,13761,261,100000000,537,0,6.9
Gremlins ,183,106,287,767,142293,2053,245,11000000,281,14000,7.2
Gremlins 2: The New Batch ,105,106,287,16000,68428,19610,148,50000000,823,0,6.3
Gridiron Gang ,85,125,21,12000,33067,15811,134,30000000,2000,0,6.9
Grindhouse ,250,189,0,16000,155496,22186,532,53000000,3000,0,7.6
Groove ,46,86,7,328,3562,407,74,500000,27,0,6.5
Grosse Pointe Blank ,111,107,5,893,73347,2044,296,15000000,822,0,7.4
Groundhog Day ,147,101,11000,13000,437418,15500,609,14600000,571,38000,8.1
Grown Ups ,179,102,221,12000,181443,28497,311,80000000,11000,12000,6.0
Grown Ups 2 ,139,101,221,12000,107817,39269,255,80000000,11000,14000,5.4
Grudge Match ,211,113,88,22000,46480,36009,115,40000000,13000,12000,6.4
Guardians of the Galaxy ,653,121,571,14000,682155,32438,1097,170000000,14000,96000,8.1
Guess Who ,104,105,8,1000,33887,2689,160,35000000,358,919,5.9
Gulliver's Travels ,184,85,11,480,53160,1173,121,112000000,392,0,4.9
Gun Shy ,49,101,3,14000,5936,17665,91,10000000,1000,242,5.7
Gunless ,15,89,3,764,3015,2876,27,10000000,716,850,6.5
Hachi: A Dog's Tale ,84,93,529,1000,155249,4453,304,16000000,884,115000,8.1
Hackers ,79,107,34,11000,54650,13821,223,20000000,922,12000,6.2
"Hail, Caesar! ",423,106,1000,19000,60926,38494,302,22000000,17000,23000,6.4
Hairspray ,219,117,163,719,98693,1673,401,75000000,339,0,6.7
Half Baked ,40,82,33,744,48225,2400,164,8000000,503,0,6.7
Half Nelson ,208,106,31,33000,70885,33734,189,700000,519,0,7.2
Half Past Dead ,58,98,70,462,12263,1855,132,13000000,444,564,4.6
Hall Pass ,237,111,101,966,103230,3393,143,36000000,919,10000,5.9
Halloween ,318,101,0,2000,157857,4400,1191,300000,742,12000,7.9
Halloween ,318,101,0,2000,157857,4400,1191,300000,742,12000,7.9
Halloween ,318,101,0,2000,157863,4400,1191,300000,742,12000,7.9
Halloween 4: The Return of Michael Myers ,144,88,27,742,29629,1136,374,5000000,120,0,5.9
Halloween 5 ,137,96,2,742,22929,1308,287,3000000,256,926,5.2
Halloween II ,220,119,0,908,36372,3226,491,15000000,764,3000,4.9
Halloween II ,220,119,0,908,36372,3226,491,15000000,764,3000,4.9
Halloween III: Season of the Witch ,162,98,24,381,28589,684,532,2500000,128,0,4.6
Halloween: Resurrection ,151,94,28,2000,26905,5440,614,15000000,864,0,4.1
Halloween: The Curse of Michael Myers ,123,93,13,742,20815,1227,335,5000000,152,0,4.9
Hamlet ,85,150,0,597,30618,1645,224,18000000,591,0,7.8
Hamlet ,85,150,0,597,30618,1645,224,18000000,591,0,7.8
Hamlet 2 ,129,92,26,1000,15200,3767,76,9000000,1000,1000,6.4
Hancock ,318,102,532,10000,343648,21584,590,150000000,9000,0,6.4
Hang 'Em High ,26,114,57,16000,25472,18263,109,1800000,844,0,7.0
Hanging Up ,82,94,0,374,10132,1238,130,60000000,258,390,4.7
Hanna ,417,111,456,157,159198,257,438,30000000,33,38000,6.8
Hannah Montana: The Movie ,131,102,23,1000,31760,4516,140,30000000,1000,0,4.2
Hannibal Rising ,209,131,73,879,86374,1344,392,50000000,184,3000,6.2
Hansel & Gretel Get Baked ,46,86,2,707,2806,2634,11,4500000,619,0,4.3
Hansel & Gretel: Witch Hunters ,349,98,75,10000,159868,11946,304,50000000,520,45000,6.1
Happily N'Ever After ,93,75,0,4000,8693,6863,71,47000000,769,261,4.5
Happiness ,148,134,377,22000,55329,36859,499,3000000,11000,0,7.8
Happy Christmas ,65,82,217,10000,5507,11642,23,70000,969,812,5.6
Happy Feet ,206,108,750,49000,132501,70996,548,100000000,20000,0,6.5
Happy Feet 2 ,156,100,750,49000,32399,62644,79,135000000,11000,0,5.9
Happy Gilmore ,77,92,221,11000,156143,13162,289,12000000,503,0,7.0
"Happy, Texas ",77,98,3,349,8697,2095,122,1700000,347,374,6.3
Hard Candy ,231,104,171,109,131969,117,651,950000,8,12000,7.1
Hard Rain ,79,97,13,11000,26893,13628,126,70000000,893,815,5.8
Hard to Be a God ,121,177,23,4,2518,8,28,7000000,4,1000,6.7
Hardball ,85,106,48,18000,22649,18630,131,21000000,558,0,6.3
Hardflip ,2,112,74,260000,606,263584,5,1000000,984,706,5.6
Harley Davidson and the Marlboro Man ,30,98,23,1000,14473,3671,81,23000000,1000,0,6.0
Harlock: Space Pirate ,62,115,21,173,8227,386,28,30000000,59,0,6.5
Harold & Kumar Escape from Guantanamo Bay ,153,102,22,1000,113918,4065,165,12000000,954,0,6.6
Harold & Kumar Go to White Castle ,150,88,8,982,155262,3114,316,9000000,729,0,7.1
Harper ,22,121,22,606,5941,2402,74,3500000,481,470,7.0
Harriet the Spy ,25,100,15,694,7984,2486,42,13000000,558,833,5.9
Harrison Montgomery ,5,95,0,940,59,1484,1,850000,188,18,7.4
Harry Brown ,224,97,12,788,74435,2486,224,7300000,698,0,7.2
Harry Potter and the Chamber of Secrets ,232,174,0,11000,387616,35672,858,100000000,10000,0,7.4
Harry Potter and the Goblet of Fire ,295,157,179,21000,385670,53413,1896,150000000,11000,0,7.6
Harry Potter and the Half-Blood Prince ,375,153,282,25000,321795,58753,973,250000000,11000,10000,7.5
Harry Potter and the Order of the Phoenix ,329,138,282,21000,355137,33433,1108,150000000,11000,0,7.5
Harry Potter and the Prisoner of Azkaban ,274,142,0,11000,382255,33284,1504,130000000,10000,11000,7.8
Harry Potter and the Sorcerer's Stone ,258,159,0,11000,444683,13191,1571,125000000,687,16000,7.5
Harsh Times ,118,116,453,24000,54657,50313,222,2000000,23000,0,7.0
Hart's War ,112,125,40,13000,43651,15916,196,60000000,787,997,6.3
Harvard Man ,27,99,56,4000,3754,6776,69,5500000,902,113,4.9
Hatchet ,229,93,134,936,23349,3668,235,1500000,935,0,5.7
Hav Plenty ,25,84,21,465,819,714,36,650000,170,161,6.5
Hayride ,13,93,9,743,485,1527,5,60000,413,284,3.4
Haywire ,394,93,0,17000,72646,31187,397,23000000,13000,0,5.8
He Got Game ,48,136,0,18000,36108,37315,109,25000000,14000,0,6.9
He's Just Not That Into You ,161,129,42,97,132048,318,203,40000000,50,12000,6.4
Head of State ,44,95,0,1000,15046,4537,80,35200000,812,638,5.4
